Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,16.2698562364034
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,67.1465153610397
Latin America & the Caribbean (IDA & IBRD countries),TLA,Trade (% of GDP),NE.TRD.GNFS.ZS,46.3488755970984
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,7186.56249313951
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,4561170249972.34
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,52.6513175904175
Latvia,LVA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.00184168020006
Latvia,LVA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,19.6463722932014
Latvia,LVA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,11.0691316902308
Latvia,LVA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,63.6365073543991
Latvia,LVA,Trade (% of GDP),NE.TRD.GNFS.ZS,120.197288812401
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,18096.2027073394
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,34390910338.9604
Latvia,LVA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,76.678
Least developed countries: UN classification,LDC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,20.0428951127002
Least developed countries: UN classification,LDC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,29.3402135676019
Least developed countries: UN classification,LDC,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,14.6320832689592
Least developed countries: UN classification,LDC,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,44.6942161858299
Least developed countries: UN classification,LDC,Trade (% of GDP),NE.TRD.GNFS.ZS,48.0615100673696
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,1082.86335345338
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1162717433015.6
Least developed countries: UN classification,LDC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,53.9128153022806
Lebanon,LBN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.07825000560689
Lebanon,LBN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,6.63816639544826
Lebanon,LBN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2.94371948788659
Lebanon,LBN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,87.4214492992388
Lebanon,LBN,Trade (% of GDP),NE.TRD.GNFS.ZS,50.1298042879627
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,5599.95752260733
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,31712128253.7961
Lebanon,LBN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,30.223
Lesotho,LSO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,5.27193119789008
Lesotho,LSO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,30.8776265918343
Lesotho,LSO,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,16.2365367348441
Lesotho,LSO,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,53.7299855596485
Lesotho,LSO,Trade (% of GDP),NE.TRD.GNFS.ZS,139.799939658612
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,917.356381258442
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,2067813018.99465
Lesotho,LSO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,59.2
Liberia,LBR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,41.0519665820445
Liberia,LBR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,17.7079999638156
Liberia,LBR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..
Liberia,LBR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,41.6040125230984
Liberia,LBR,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,597.529691893048
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,3039982500
Liberia,LBR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,72.929
Libya,LBY,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.59386163289796
Libya,LBY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,10.3622799649236
Libya,LBY,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..
Libya,LBY,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,93.6283571021984
Libya,LBY,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,7034.65836433258
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,46808208746.0839
Libya,LBY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,35.576
Liechtenstein,LIE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.211170416188623
Liechtenstein,LIE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,40.3036198267405
Liechtenstein,LIE,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,34.3376398796162
Liechtenstein,LIE,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,56.1414010408873
Liechtenstein,LIE,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,165287.186766512
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,6405870210.32293
Liechtenstein,LIE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..
Lithuania,LTU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.51326961918524
Lithuania,LTU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,24.9114253250224
Lithuania,LTU,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,15.5518080943398
Lithuania,LTU,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,61.2198899239856
Lithuania,LTU,Trade (% of GDP),NE.TRD.GNFS.ZS,136.91260704252
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,20381.8557827478
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,56964942999.3651
Lithuania,LTU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,77.562
Low & middle income,LMY,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,9.53362207972104
Low & middle income,LMY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,32.6963146429732
Low & middle income,LMY,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,20.5054546463602
Low & middle income,LMY,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,53.8740229371664
Low & middle income,LMY,Trade (% of GDP),NE.TRD.GNFS.ZS,44.2516729379394
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,4735.35732216914
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,31016572707353.3
Low & middle income,LMY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,48.4260711847082
Low income,LIC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,27.7558755372439
Low income,LIC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.328077899469
Low income,LIC,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,11.0219413482301
Low income,LIC,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,39.3044773870471
Low income,LIC,Trade (% of GDP),NE.TRD.GNFS.ZS,46.2359648763511
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,656.686674564115
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,438045256308.089
Low income,LIC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,57.0867684383716
Lower middle income,LMC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,16.5476613721333
Lower middle income,LMC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,27.3924461075167
Lower middle income,LMC,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,15.1151045159326
Lower middle income,LMC,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,49.6574161975829
Lower middle income,LMC,Trade (% of GDP),NE.TRD.GNFS.ZS,48.0843693893835
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,2123.35026410249
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,6618962128022.98
Lower middle income,LMC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,34.6549661532232
Luxembourg,LUX,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.199092536766051
Luxembourg,LUX,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,11.3118944845976
Luxembourg,LUX,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,4.94239167412781
Luxembourg,LUX,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,79.7560520912233
Luxembourg,LUX,Trade (% of GDP),NE.TRD.GNFS.ZS,372.27140294364
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,116905.370396853
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,73699366700.2134
Luxembourg,LUX,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,70.01
"Macao SAR, China",MAC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..
"Macao SAR, China",MAC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,8.4851657768273
"Macao SAR, China",MAC,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,0.830736253586933
"Macao SAR, China",MAC,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,89.0552227232542
"Macao SAR, China",MAC,Trade (% of GDP),NE.TRD.GNFS.ZS,121.50036301495
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,37474.7345945939
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,25343525935.8358
"Macao SAR, China",MAC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,70.85
Madagascar,MDG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,24.6929443981327
Madagascar,MDG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,19.4661871058768
Madagascar,MDG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,9.72498440599679
Madagascar,MDG,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,50.3929947597023
Madagascar,MDG,Trade (% of GDP),NE.TRD.GNFS.ZS,49.0107073664371
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,462.404228818383
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,13051441203.9474
Madagascar,MDG,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,83.739
Malawi,MWI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,22.892428775445
Malawi,MWI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,18.6842968731412
Malawi,MWI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..
Malawi,MWI,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,53.3337612330595
Malawi,MWI,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,622.184591270706
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,12056108778.3125
Malawi,MWI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,64.152
Malaysia,MYS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.16600227056372
Malaysia,MYS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,35.9347385342535
Malaysia,MYS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,22.2320775941863
Malaysia,MYS,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,54.7885780566697
Malaysia,MYS,Trade (% of GDP),NE.TRD.GNFS.ZS,116.788182437638
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,10164.344431073
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,337456163961.211
Malaysia,MYS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,55.963
Maldives,MDV,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,7.57494517187797
Maldives,MDV,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,12.5605138397682
Maldives,MDV,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2.68596817854855
Maldives,MDV,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,70.7879972528819
Maldives,MDV,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,7216.81637110947
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,3712604580.32081
Maldives,MDV,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,41.335
Mali,MLI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,36.1880449700343
Mali,MLI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,21.157378852948
Mali,MLI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,6.78642564900176
Mali,MLI,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,34.4264645382201
Mali,MLI,Trade (% of GDP),NE.TRD.GNFS.ZS,66.9905742795041
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,822.906136832132
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,17465392764.3706
Mali,MLI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,51.986
Malta,MLT,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.763750144375933
Malta,MLT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,13.4983632161345
Malta,MLT,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,7.29085702948109
Malta,MLT,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,76.6543721542067
Malta,MLT,Trade (% of GDP),NE.TRD.GNFS.ZS,333.121276066526
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,29597.6361628521
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,15252609039.0749
Malta,MLT,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,67.612
Marshall Islands,MHL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,19.9951211719556
Marshall Islands,MHL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,13.3994446936332
Marshall Islands,MHL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,3.22669011597068
Marshall Islands,MHL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,68.7658590803772
Marshall Islands,MHL,Trade (% of GDP),NE.TRD.GNFS.ZS,108.292236206579
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,5545.60026741253
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,240751144.40918
Marshall Islands,MHL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..
Mauritania,MRT,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,19.1523401706647
Mauritania,MRT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,33.6465387739026
Mauritania,MRT,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,6.68554622970244
Mauritania,MRT,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,34.8461673305278
Mauritania,MRT,Trade (% of GDP),NE.TRD.GNFS.ZS,86.7761681322741
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1836.29241098592
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,8260752385.23089
Mauritania,MRT,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,26.927
Mauritius,MUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.14186163600476
Mauritius,MUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,16.6414183044685
Mauritius,MUS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,10.8163983656884
Mauritius,MUS,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,68.0473807794615
Mauritius,MUS,Trade (% of GDP),NE.TRD.GNFS.ZS,85.8305448745082
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,9011.04288445023
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,11408106446.3144
Mauritius,MUS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,52.611
Mexico,MEX,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.71222059122895
Mexico,MEX,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,30.9463704982474
Mexico,MEX,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,20.0156661621784
Mexico,MEX,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,59.2404267085187
Mexico,MEX,Trade (% of GDP),NE.TRD.GNFS.ZS,76.8765240630222
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,8894.89065003643
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1120741118380.27
Mexico,MEX,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,45.087
"Micronesia, Fed. Sts.",FSM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,22.1016335503125
"Micronesia, Fed. Sts.",FSM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,4.88534709293885
"Micronesia, Fed. Sts.",FSM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,0.495152861328431
"Micronesia, Fed. Sts.",FSM,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,67.1346493761441
"Micronesia, Fed. Sts.",FSM,Trade (% of GDP),NE.TRD.GNFS.ZS,91.421568627451
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3639.41269869588
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,408000000
"Micronesia, Fed. Sts.",FSM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..
Middle East & North Africa,MEA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,5.36795034289153
Middle East & North Africa,MEA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,34.4350050346463
Middle East & North Africa,MEA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,12.4329770200106
Middle East & North Africa,MEA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,57.3223110495559
Middle East & North Africa,MEA,Trade (% of GDP),NE.TRD.GNFS.ZS,69.3424946013367
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,6579.70672585057
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,3158039788609.26
Middle East & North Africa,MEA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,19.629528901741
Middle East & North Africa (excluding high income),MNA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,10.5770782986074
Middle East & North Africa (excluding high income),MNA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,31.0416820215541
Middle East & North Africa (excluding high income),MNA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,14.4306496734876
Middle East & North Africa (excluding high income),MNA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,54.6266902653593
Middle East & North Africa (excluding high income),MNA,Trade (% of GDP),NE.TRD.GNFS.ZS,48.3409124926348
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,3120.08826441252
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1284883935058.67
Middle East & North Africa (excluding high income),MNA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,16.3733848784903
Middle East & North Africa (IDA & IBRD countries),TMN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,10.6196039313826
Middle East & North Africa (IDA & IBRD countries),TMN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,31.2131475034296
Middle East & North Africa (IDA & IBRD countries),TMN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,14.4715670629206
Middle East & North Africa (IDA & IBRD countries),TMN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,54.5541929456525
Middle East & North Africa (IDA & IBRD countries),TMN,Trade (% of GDP),NE.TRD.GNFS.ZS,48.1236139598138
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,3118.7490320247
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1269352235058.67
Middle East & North Africa (IDA & IBRD countries),TMN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,16.3621796662811
Middle income,MIC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,9.27139994858287
Middle income,MIC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,32.8007610981429
Middle income,MIC,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,20.6476618504159
Middle income,MIC,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,54.0781720520343
Middle income,MIC,Trade (% of GDP),NE.TRD.GNFS.ZS,44.2255989467975
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,5197.80235289827
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,30578372789487.2
Middle income,MIC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,47.5992653596491
Moldova,MDA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,9.36669201380178
Moldova,MDA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.1345230028419
Moldova,MDA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,10.1066643472715
Moldova,MDA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,54.0947225317709
Moldova,MDA,Trade (% of GDP),NE.TRD.GNFS.ZS,79.265722119158
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,4376.24249318339
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,11531967881.0624
Moldova,MDA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,43.738
Monaco,MCO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..
Monaco,MCO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,14.8764532420432
Monaco,MCO,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..
Monaco,MCO,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,85.1235467579568
Monaco,MCO,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,182537.387370109
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,6739645416.47916
Monaco,MCO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..
Mongolia,MNG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,12.9656563031474
Mongolia,MNG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,37.0496708511527
Mongolia,MNG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,7.75616468509037
Mongolia,MNG,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,40.4904557964325
Mongolia,MNG,Trade (% of GDP),NE.TRD.GNFS.ZS,112.838647629317
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,4041.17414564367
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,13312981429.0891
Mongolia,MNG,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,57.014
Montenegro,MNE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,7.55489179088164
Montenegro,MNE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,17.2946800578084
Montenegro,MNE,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,4.11035292110744
Montenegro,MNE,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,57.9960401887158
Montenegro,MNE,Trade (% of GDP),NE.TRD.GNFS.ZS,87.0060180817206
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,7677.37132106817
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,4769996866.00758
Montenegro,MNE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,57.789
Morocco,MAR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,10.6636401420592
Morocco,MAR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,26.0436433872433
Morocco,MAR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,15.1583068469045
Morocco,MAR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,53.1903022793513
Morocco,MAR,Trade (% of GDP),NE.TRD.GNFS.ZS,68.8438033904364
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3258.26904296875
